"Offense","Offense Conference","Defense","Defense Conference","Game Id","Id","Drive Number","Scoring","Start Period","Start Yardline","Start Yards To Goal","Start Time Minutes","Start Time Seconds","End Period","End Yardline","End Yards To Goal","End Time Minutes","End Time Seconds","Elapsed Minutes","Elapsed Seconds","Plays","Yards","Drive Result","Is Home Offense","Start Offense Score","Start Defense Score","End Offense Score","End Defense Score"
"Texas Tech","Big 12","Baylor","Big 12","401525858","4015258585","3","false","1","59","59","0","0","2","54","54","4","43","1","32","3","5","PUNT","false","7","0","7","0"
"Baylor","Big 12","Texas Tech","Big 12","401525858","4015258586","4","false","1","6","94","0","0","2","19","81","1","7","3","36","7","13","PUNT","true","0","7","0","7"
"Texas Tech","Big 12","Baylor","Big 12","401525858","4015258587","5","true","1","59","59","0","0","2","3","3","0","0","3","1","7","59","TD","false","7","0","14","0"
"Baylor","Big 12","Texas Tech","Big 12","401525858","40152585812","6","false","2","31","69","1","46","2","0","100","1","17","0","29","4","8","FUMBLE","true","3","14","3","14"
"Baylor","Big 12","Texas Tech","Big 12","401525858","4015258589","7","false","2","16","84","0","0","3","17","83","12","8","0","58","3","1","PUNT","true","0","14","3","14"
"Texas Tech","Big 12","Baylor","Big 12","401525858","40152585810","8","false","2","53","53","0","0","3","44","44","11","25","0","43","3","9","FUMBLE","false","14","0","14","0"
"Baylor","Big 12","Texas Tech","Big 12","401525858","40152585811","9","true","2","42","58","0","0","3","84","16","9","32","1","53","5","42","FG","true","0","14","3","14"
"Texas Tech","Big 12","Baylor","Big 12","401525858","40152585813","10","false","2","75","75","0","0","3","54","54","7","22","2","10","5","21","PUNT","false","14","3","14","3"
"Baylor","Big 12","Texas Tech","Big 12","401525858","40152585814","11","false","2","11","89","0","0","3","42","58","3","7","4","15","10","28","DOWNS","true","3","14","3","17"
"Texas Tech","Big 12","Baylor","Big 12","401525858","40152585815","12","false","2","39","39","0","0","3","18","18","0","0","1","21","6","21","DOWNS","false","14","3","14","3"
"Baylor","Big 12","Texas Tech","Big 12","401525858","40152585816","13","false","2","18","82","0","0","2","31","69","0","0","0","29","4","13","Uncategorized","true","3","14","3","14"
"Texas Tech","Big 12","Baylor","Big 12","401525858","40152585817","14","true","2","26","26","0","0","3","19","19","0","9","1","8","4","7","FG","false","14","3","17","3"
"Baylor","Big 12","Texas Tech","Big 12","401525858","40152585819","15","false","2","30","70","0","0","3","30","70","0","0","0","3","1","0","END OF HALF","true","3","24","3","24"
"Texas Tech","Big 12","Baylor","Big 12","401525858","40152585822","16","false","3","65","65","12","28","3","65","65","12","28","0","8","1","0","INT","false","17","3","17","3"
"Baylor","Big 12","Texas Tech","Big 12","401525858","40152585821","17","false","3","16","84","0","0","4","65","35","12","36","2","24","8","49","DOWNS","true","3","17","3","17"
"Baylor","Big 12","Texas Tech","Big 12","401525858","40152585823","18","false","3","29","71","0","0","4","85","15","7","2","5","26","10","56","DOWNS","true","3","17","3","17"
"Texas Tech","Big 12","Baylor","Big 12","401525858","40152585824","19","true","3","85","85","0","0","4","3","3","0","0","6","24","13","85","TD","false","17","3","24","3"
"Baylor","Big 12","Texas Tech","Big 12","401525858","40152585826","20","true","3","24","76","0","0","4","97","3","0","0","2","4","6","76","TD","true","3","24","11","24"
"Texas Tech","Big 12","Baylor","Big 12","401525858","40152585828","21","true","4","65","65","0","0","5","3","3","0","0","4","19","9","65","TD","false","24","11","32","11"
"Baylor","Big 12","Texas Tech","Big 12","401525858","40152585830","22","true","4","25","75","0","0","5","84","16","6","35","2","40","6","59","FG","true","11","32","14","32"
"Texas Tech","Big 12","Baylor","Big 12","401525858","40152585832","23","false","4","52","52","0","0","5","60","60","4","47","1","48","3","-8","PUNT","false","32","14","32","14"
"Baylor","Big 12","Texas Tech","Big 12","401525858","40152585833","24","false","4","7","93","0","0","5","14","86","4","1","0","46","4","7","DOWNS","true","14","32","14","32"
"Texas Tech","Big 12","Baylor","Big 12","401525858","40152585834","25","true","4","14","14","0","0","5","3","3","0","0","0","23","3","14","TD","false","32","14","39","14"
"Baylor","Big 12","Texas Tech","Big 12","401525858","40152585836","26","false","4","25","75","0","0","5","19","81","1","53","1","45","3","-6","PUNT","true","14","39","14","39"
"Texas Tech","Big 12","Baylor","Big 12","401525858","40152585837","27","false","4","9","9","0","0","4","7","7","0","0","1","53","2","-2","Uncategorized","false","39","14","39","14"
"TCU","Big 12","Iowa State","Big 12","401525859","4015258591","1","false","1","83","83","14","56","1","50","50","12","17","2","39","7","33","INT","false","0","0","0","0"
"Iowa State","Big 12","TCU","Big 12","401525859","4015258592","2","false","1","49","51","12","17","1","51","49","10","54","1","23","3","2","PUNT","true","0","0","0","0"
"TCU","Big 12","Iowa State","Big 12","401525859","4015258593","3","false","1","80","80","10","54","1","17","17","8","2","2","52","8","63","INT","false","0","0","0","0"
"Iowa State","Big 12","TCU","Big 12","401525859","4015258594","4","false","1","13","87","8","2","1","52","48","4","25","3","37","7","39","PUNT","true","0","0","0","0"
"TCU","Big 12","Iowa State","Big 12","401525859","4015258595","5","false","1","70","70","4","25","1","51","51","2","36","1","49","5","19","DOWNS","false","0","0","0","0"
"Iowa State","Big 12","TCU","Big 12","401525859","4015258596","6","true","1","51","49","2","36","1","100","0","0","23","2","13","5","49","TD","true","0","0","7","0"
"TCU","Big 12","Iowa State","Big 12","401525859","4015258597","7","true","1","78","78","0","15","2","0","0","10","28","4","47","11","78","TD","false","0","7","7","7"
"Iowa State","Big 12","TCU","Big 12","401525859","4015258598","8","false","2","35","65","10","28","2","69","31","5","20","5","8","10","34","MISSED FG","true","7","7","7","7"
"TCU","Big 12","Iowa State","Big 12","401525859","4015258599","9","false","2","69","69","5","20","2","65","65","3","26","1","54","3","4","PUNT","false","7","7","7","7"
"Iowa State","Big 12","TCU","Big 12","401525859","40152585910","10","false","2","27","73","3","26","2","50","50","1","34","1","52","5","23","PUNT","true","7","7","7","7"
"TCU","Big 12","Iowa State","Big 12","401525859","40152585911","11","false","2","88","88","1","34","2","84","84","0","44","0","50","3","4","PUNT","false","7","7","7","7"
"Iowa State","Big 12","TCU","Big 12","401525859","40152585912","12","true","2","89","11","0","44","2","92","8","0","0","0","44","4","3","FG","true","7","7","10","7"
"Iowa State","Big 12","TCU","Big 12","401525859","40152585913","13","false","3","25","75","15","0","3","27","73","13","58","1","2","3","2","PUNT","true","10","7","10","7"
"TCU","Big 12","Iowa State","Big 12","401525859","40152585914","14","false","3","72","72","13","58","3","63","63","12","5","1","53","4","9","PUNT","false","7","10","7","10"
"Iowa State","Big 12","TCU","Big 12","401525859","40152585915","15","true","3","26","74","12","5","3","100","0","11","30","0","35","2","74","TD","true","10","7","17","7"
"TCU","Big 12","Iowa State","Big 12","401525859","40152585916","16","false","3","85","85","11","20","3","88","88","8","56","2","24","5","-3","PUNT","false","7","17","7","17"
"Iowa State","Big 12","TCU","Big 12","401525859","40152585917","17","true","3","62","38","8","56","3","100","0","3","27","5","29","11","38","TD","true","17","7","24","7"
"TCU","Big 12","Iowa State","Big 12","401525859","40152585918","18","false","3","85","85","3","21","3","48","48","1","23","1","58","5","37","INT","false","7","24","7","24"
"Iowa State","Big 12","TCU","Big 12","401525859","40152585919","19","true","3","25","75","1","23","4","97","3","11","27","4","56","8","72","FG","true","24","7","27","7"
"TCU","Big 12","Iowa State","Big 12","401525859","40152585920","20","false","4","60","60","11","19","4","4","4","11","27","0","8","11","56","DOWNS","false","7","27","7","27"
"Iowa State","Big 12","TCU","Big 12","401525859","40152585921","21","false","4","5","95","7","49","4","30","70","4","54","2","55","5","25","PUNT","true","27","7","27","7"
"TCU","Big 12","Iowa State","Big 12","401525859","40152585922","22","false","4","57","57","4","54","4","22","22","3","22","1","32","5","35","INT","false","7","27","7","27"
"Iowa State","Big 12","TCU","Big 12","401525859","40152585923","23","false","4","6","94","3","22","4","9","91","2","15","1","7","3","3","PUNT","true","27","7","27","7"
"TCU","Big 12","Iowa State","Big 12","401525859","40152585924","24","true","4","43","43","2","15","4","0","0","1","17","0","58","6","43","TD","false","7","27","14","27"
"Iowa State","Big 12","TCU","Big 12","401525859","40152585925","25","false","4","56","44","1","17","4","52","48","0","0","1","17","2","-4","END OF GAME","true","27","14","27","14"
"UCF","Big 12","Kansas","Big 12","401525860","4015258601","1","false","1","75","75","15","0","1","36","36","10","45","4","15","8","39","PUNT","false","0","0","0","0"
"Kansas","Big 12","UCF","Big 12","401525860","4015258602","2","true","1","10","90","10","45","1","92","8","3","42","7","3","13","82","FG","true","0","0","3","0"
"UCF","Big 12","Kansas","Big 12","401525860","4015258603","3","false","1","75","75","3","44","1","71","71","3","5","0","39","3","4","PUNT","false","0","3","0","3"
"Kansas","Big 12","UCF","Big 12","401525860","4015258604","4","true","1","31","69","3","5","2","100","0","13","43","4","22","9","69","TD","true","3","0","10","0"
"UCF","Big 12","Kansas","Big 12","401525860","4015258605","5","false","2","75","75","13","43","2","70","70","12","44","0","59","3","5","PUNT","false","0","10","0","10"
"Kansas","Big 12","UCF","Big 12","401525860","4015258606","6","true","2","28","72","12","44","2","100","0","6","31","6","13","12","72","TD","true","10","0","17","0"
"UCF","Big 12","Kansas","Big 12","401525860","4015258607","7","true","2","75","75","6","31","2","58","58","3","26","3","5","4","17","PUNT RETURN TD","false","0","17","0","24"
"UCF","Big 12","Kansas","Big 12","401525860","4015258608","8","false","2","75","75","3","26","2","45","45","1","29","1","57","6","30","FUMBLE","false","0","24","0","24"
"Kansas","Big 12","UCF","Big 12","401525860","4015258609","9","false","2","51","49","1","29","2","43","57","0","25","1","4","3","-8","PUNT","true","24","0","24","0"
"UCF","Big 12","Kansas","Big 12","401525860","40152586010","10","false","2","82","82","0","25","2","69","69","0","0","0","25","2","13","END OF HALF","false","0","24","0","24"
"Kansas","Big 12","UCF","Big 12","401525860","40152586011","11","true","3","25","75","15","0","3","100","0","14","48","0","12","1","75","TD","true","24","0","31","0"
"UCF","Big 12","Kansas","Big 12","401525860","40152586012","12","true","3","75","75","14","48","3","0","0","13","1","1","47","4","75","TD","false","0","31","6","31"
"Kansas","Big 12","UCF","Big 12","401525860","40152586013","13","true","3","25","75","13","1","3","100","0","7","2","5","59","10","75","TD","true","31","6","37","6"
"UCF","Big 12","Kansas","Big 12","401525860","40152586014","14","true","3","75","75","7","2","4","0","0","13","55","8","7","17","75","TD","false","10","37","15","43"
"Kansas","Big 12","UCF","Big 12","401525860","40152586015","15","true","4","46","54","13","49","4","100","0","11","47","2","2","4","54","TD","true","37","15","44","15"
"UCF","Big 12","Kansas","Big 12","401525860","40152586016","16","true","4","75","75","11","48","4","0","0","10","9","1","39","5","75","TD","false","15","44","22","44"
"Kansas","Big 12","UCF","Big 12","401525860","40152586017","17","false","4","54","46","10","9","4","85","15","6","5","4","4","6","31","MISSED FG","true","44","22","44","22"
"UCF","Big 12","Kansas","Big 12","401525860","40152586018","18","false","4","80","80","6","5","4","65","65","4","13","1","52","5","15","DOWNS","false","22","44","22","44"
"Kansas","Big 12","UCF","Big 12","401525860","40152586019","19","true","4","65","35","4","13","4","100","0","0","53","3","20","7","35","TD","true","44","22","51","22"
"UCF","Big 12","Kansas","Big 12","401525860","40152586020","20","false","4","75","75","0","57","4","77","77","0","0","0","57","4","-2","END OF GAME","false","22","51","22","51"
"Texas","Big 12","Oklahoma","Big 12","401525861","4015258611","1","false","1","19","81","15","0","1","17","83","14","14","0","46","2","-2","INT","true","0","0","0","0"
"Oklahoma","Big 12","Texas","Big 12","401525861","4015258612","2","true","1","22","22","14","14","1","0","0","13","11","1","3","5","22","TD","false","0","0","7","0"
"Texas","Big 12","Oklahoma","Big 12","401525861","4015258613","3","false","1","27","73","13","11","1","87","13","10","1","3","10","10","60","INT","true","0","7","0","7"
"Oklahoma","Big 12","Texas","Big 12","401525861","4015258614","4","true","1","90","90","10","1","1","93","93","9","2","0","59","3","-3","PUNT TD","false","7","0","7","7"
"Oklahoma","Big 12","Texas","Big 12","401525861","4015258615","5","false","1","85","85","9","2","1","68","68","6","44","2","18","5","17","PUNT","false","7","7","7","7"
"Texas","Big 12","Oklahoma","Big 12","401525861","4015258616","6","false","1","47","53","6","44","1","49","51","3","48","2","56","6","2","PUNT","true","7","7","7","7"
"Oklahoma","Big 12","Texas","Big 12","401525861","4015258617","7","true","1","87","87","3","48","2","9","9","14","14","4","34","13","78","FG","false","7","7","10","7"
"Texas","Big 12","Oklahoma","Big 12","401525861","4015258618","8","true","2","15","85","14","14","2","100","0","9","27","4","47","9","85","TD","true","7","10","14","10"
"Oklahoma","Big 12","Texas","Big 12","401525861","4015258619","9","true","2","75","75","9","27","2","0","0","5","23","4","4","10","75","TD","false","10","14","17","14"
"Texas","Big 12","Oklahoma","Big 12","401525861","40152586110","10","true","2","25","75","5","23","2","93","7","1","53","3","30","10","68","FG","true","14","17","17","17"
"Oklahoma","Big 12","Texas","Big 12","401525861","40152586111","11","true","2","75","75","1","53","2","65","65","0","0","1","53","9","67","END OF HALF","false","17","17","20","17"
"Oklahoma","Big 12","Texas","Big 12","401525861","40152586112","12","true","3","75","75","15","0","3","0","0","10","21","4","39","13","75","TD","false","20","17","27","17"
"Texas","Big 12","Oklahoma","Big 12","401525861","40152586113","13","false","3","26","74","10","21","3","45","55","7","32","2","49","6","19","FUMBLE","true","17","27","17","27"
"Oklahoma","Big 12","Texas","Big 12","401525861","40152586114","14","false","3","50","50","7","32","3","48","48","6","10","1","22","3","2","PUNT","false","27","17","27","17"
